userName,content,score,at
Rizki Fauzan,"Aplikasi yang sangat membantu untuk memantau penggunaan WiFi dirumah dan tv kabel, bagus !",5,2023-05-25 01:16:54
Panjul Yahu,"Aplikasi my indihome ini memang membantu banget buat mengatur jaringan internet,Banyak fitur-fitur yang membantu sekali",5,2023-05-25 01:16:36
Nur Salsabila,"MyIndihome bnr bnr ngebantu bgt buat aku, tampilan aplikasinya jg cakep bgt dan mudah dimengerti, manteb pokoknya",5,2023-05-25 01:12:50
Ruwa Idah,Keren nih myindihome sudah ada aplikasinya jadi kalo pengaduan gak perlu lewat tlp 147 lg... Fitur2 y banyak keren pokoknya myindihomr,5,2023-05-25 01:05:49
Rahmat Danil (Danil),Aplikasi nya sangat membantu dengan berbagai fitur SPT: Restar modem Analisa gangguan Ambil tiket komplain Dan banyak lagi Klo bisa di tambah kan fitur. Ubah passwort Wiffi Reset passwort dan username modem ROUTER nya Jadi cukup dengan 1 aplikasi bisa setting semua nya,5,2023-05-25 00:42:28
Tia Okta Vina (Keluarga Nasution),"Internetnya keren bangettttt, ga ngaruh mau cuaca cerah atau hujan jaringan dan kecepatan internet ga ngaruh tetap stabil. Jarang banget ada masalah tapi walaupun ada masalah respon dari Indihome bener2 fast respon ga nunggu lama langsung di tangani. Menurut aku recommended banget si iniiii.. ditambah lagi ada banyak promo di aplikasinya, bisa tukar poin juga dengan berbagai keuntungan. Pokoknya love banget deh sama INDIHOME ❤️",5,2023-05-25 00:08:04
parlan lan,Sudah bagus. Lebih bagus lagi kalo di sediakan QRIS pada menu pembayaran.,3,2023-05-25 00:00:34
ridwan junior,"Myindihome sangat membantu dalam aktivitas sehari-hari, dengan kecepatan internet yg stabil sehingga kebutuhan untuk dunia Maya sangat lancar. Tampilan aplikasi myindihome jg sangat mudah untuk dioperasikan.",5,2023-05-24 23:51:38
Ina Isna,Pokoknya mantap saya sudah beberapa tahun pakai Indihome tanpa ada kendala,5,2023-05-24 23:46:47
Adi Wiriadi,Lebih di tingkatkan lagi,4,2023-05-24 23:29:37
arif rahman,Aplikasinya agak berat tapi bagus pelayanan pengaduan lewat aplikasi gercep,5,2023-05-24 23:08:23
MOH.RINALDY ALDY,"Alhamdulillah aplikasih berjalan dengan lancar, tidak pernah ada kendalan, dan sangat membantu untuk pengguna jaringan wifi Indihome, pokonya mantap aplikasinya👍👍",5,2023-05-24 22:24:21
Yuni Rosida,Sekarang lebih gampang dan cepat menangani bila ada gangguan,5,2023-05-24 22:20:46
Dessy Aisyah,"Aplikasinya sangat membantu untuk mengecek koneksi WiFi, mudah diakses, dan fitur-fiturnya pun mudah dipahami",5,2023-05-24 22:12:12
Mohamad Ihsan Anwarudin,"Aplikasi My Indihome sangat membantu dalam cek pembayaran, cek pemakaian dll. Jadi aplikasinya bagus banget",5,2023-05-24 22:02:52
Titok Wp,my indihom memudahkan kita bayar tagiahan dan mendapatkan info promo program indihom mantab josss,5,2023-05-24 21:44:19
Fernando Ferdyansyah,"Mantepp banget sih, saya make indihome dri sekolah smpe skrang semester akhir, gangguan nya hampir ga ada, aplikasi nya juga udh banyak penambahan fitur baru, seperti perangkat yg terhubung, mengajukan klaim gangguan, dan sudah jarang sekali ada bug, sukses terus, harapan nya harga bisa turun untuk pengguna lama min, hehe",5,2023-05-24 20:22:52
Muhamat Yunus,saya udh bayar TPI kok blm masuk,5,2023-05-24 20:19:21
Sukiman Iman,Best ISP Best Service Best Produk Terbaik dalam hal segalanya yg menyangkut layanan broadband internet Jayalah Telkom Indonesia BUMN untuk Indonesia,5,2023-05-24 20:14:06
Arifa Rusdiani,aslinya enak sih pakek indihome kwalitasnya tapi g enaknya lemot dan harganya terkandang tidak sesui dengan prabyarnya semoga kelemotnya dikurangi,5,2023-05-24 18:30:03
Mex Wahyudi,👍👍👍👍👍,5,2023-05-24 17:41:07
RUMAH INDONESIA,Suka,5,2023-05-24 17:15:55
Rahmat Ade,"Terbaik indihome gak ada yg lain,semoga makin baik kedepan, dan semoga saya beruntung, dan makin banyak kasih diskon dong 😁",5,2023-05-24 17:13:12
Vrisca Natalia,"Aplikasinya sangat mudah diakses, terdapat banyak fitur yang bisa memudahkan pengguna. Paket yang ditawarkan juga beragam. Banyak penawaran menarik yang bisa digunakan dalam memesan paket internet.",5,2023-05-24 16:19:31
Faistin Aprilia,suka bgt sm apk my Indihome ga ribet” ngecek pembayaran tagihan plus pelayananny jg ramah registrasi layananny jg cepet dan d pantau juga.,5,2023-05-24 16:18:38
yehezkiel Tampubolon,"Aplikasi nya sangat baik dan bagus, fitur fitur didalamnya sangat mudah untuk di gunakan",5,2023-05-24 16:10:28
maulana khadafi,Ok,5,2023-05-24 16:08:47
onyonk sionk II,"Lelet paraaaaah,. Pelayanan nya ditingkatkan dong kalau mau dapat riview bagus Sangat tidak recommended kalau pelayanan nya gini terus. Pas ngk bisa loading, keluar pesan otomatis ""sedang melakukan peningkatan layanan"". ""Penurunan layanan"" baru benar. Sorry to say ya, fakta,.",1,2023-05-24 15:55:39
Rainbow 7,aplikasi myIndiHome sangat memudahkan aktivasi layanan video streaming Disney+ Hotstar dan lain sebagainya,5,2023-05-24 15:54:27
Ahmad Nurdin,Mantap,5,2023-05-24 15:25:40
Armand Syahnnell,"Lemot aja terossss, susah banget.",2,2023-05-24 15:09:58
Maulana Yusuf,"Jaringan selalu stabil dan lancar, IndiHome Memang mantab,Joss,dan Cepat",5,2023-05-24 15:05:34
Nunung Londo,bagus,5,2023-05-24 14:57:37
Marjan Pku,"Pelayanan pasangnya kok lambat ya, salesnya cuek padahal data2 sudah lengkap....",1,2023-05-24 14:56:59
Joe Wijaya,Ok,5,2023-05-24 14:36:50
Zola Assyafiq,"Aplikasi myIndihome ini keren banget, apalagi fitur bantuannya betul"" sangat membantu. 2x menggunakan fitur bantuan ketika ada kendala, tidak lama kemudian teknisi myIndihome datanf membantu dan beres free biaya",5,2023-05-24 14:28:56
WOLF • WARIOR,Sangat membantu,5,2023-05-24 14:16:44
Shinta Poluakan,"Sangat Memuaskan & Membantu Aktivitas kami sehari hari,, Petugas selalu Respon cepat ketika kami meminta bantuan & selalu menjawab dengan jelas setiap pertanyaan kami,, Trimakasih my Indihome yang selalu setia untuk kelancaran Aktivitas kami,,🙏🏻🙏🏻💫💥💖",5,2023-05-24 14:06:00
M. Thaher Nurlette,Mantab. Aplikasi nya Bagus jdi gampang buat lapor gangguan dan cek pemakain internet,5,2023-05-24 13:16:05
Nur Rohmat,Jelek,1,2023-05-24 12:39:51
Bor Bow,Good,5,2023-05-24 12:03:42
Marsya Pabala,Sangat membantu,5,2023-05-24 11:59:07
AGUS KURNIAWAN (KURNIAWAN TEHNIK),Ok,5,2023-05-24 11:47:04
Suherman 33,"Kemudahan layanan, lengkap dan memuaskan",5,2023-05-24 11:12:27
Humam Showaby,Setiap mau report gangguan selalu gk bisa pakai aplikasi. Gagal terus useless gk guna ujung ujungnya telpon 147 pakai pulsa. Buat apa kalian buat aplikasi kalo gk mempermudah customer. Mau kecewa tapi bumn,1,2023-05-24 11:07:36
Ramadhan Matondang,Good,5,2023-05-24 11:07:22
Raihan Irsyah,Mantap,5,2023-05-24 11:06:47
Biji Ketapang,"Mudah banget pake myIndiHome buat akses tanpa registrasi, jika ada kendala langsung fast respon dan proses teknisi bisa dipantau lewat aplikasi",5,2023-05-24 10:16:09
ikan buntel,"sangat suka Selain memudahkan karena fiturnya yang ngga membingungkan, fungsi myindihome kerasa buat sekeluarga",5,2023-05-24 09:09:03
Andina Kusuma,"aplikasi yg sangat bagus dengan fitur fiturnya yg lengkap, sangat membantu sekali",5,2023-05-24 09:07:32
Talitha Zuleika,Aplikasinya sangat mudah di akses. Kita juga dapat melihat secara rinci detail tagihan yang berlangsung. Banyak banget pilihan hadiah dan promoo. Thxx indihomee🤩🤩,5,2023-05-24 08:44:32
shinta,"fitur-fiturnya semakin keren, aplikasi sangat membantu pengguna indihome. sejauh ini mantap tidak ada kendala👍👍",5,2023-05-24 08:21:13
Ryan Afryant,Sangat membantu banget aplikasinya,5,2023-05-24 08:05:21
Rüdí Çhín,Jaringan jelek. Sebulan bayar 330rb buat nonton anime aja lag. Yg pakai baru 1pc & 1hp.,1,2023-05-24 07:51:55
Aditya Naja Pratama,"Ini kenapa ya aplikasi serimg keluar,perbaikan layanan sampai sebulan?",2,2023-05-24 07:24:18
Arinda Mahadesyawardani,Mantapp penawarannya lengkap terutama utk langganan aplikasi premium buat aku yg suka streaming,5,2023-05-24 07:15:27
Azizah Atsariyyah Zhafira,"Tampilan aplikasi ini sangat menarik dan bagus, rekomended banget karena memudahkan saya dalam mencari dan memilih paket langganan IndiHome beserta beragam layanan digital menarik lainnya seperti aktivasi layanan video streaming Disney+ Hotstar dan lain sebagainya.",5,2023-05-24 06:44:26
Joni AH Sitorus,"saya baru instal dan dr dulu sy kesal lihat indihome, sdh brp kali sy bermohon gak pernah dilayani. ini sy instal aplikasi krn kos2an sy sebelumnya sdh ada indihome.",1,2023-05-24 06:40:59
Shifa Armelia,"Aplikasinya sangat bagus, fiturnya juga lengkap, saya bisa cek tagihan atau pembayaran dengan mudah. Sangat rekomen. Tolong dipertahankan atau ditingkatkan.",5,2023-05-24 06:40:50
Wirdatul Latiefah,"Suka banget sama aplikasi ini, bener bener ngebantu banget, daan jadi lancar terus huhu, thanks.",5,2023-05-24 06:32:22
Rivan Adrian Legi,"Coba tolong penawarannya jangan dikit"" telepon, udah kek pinjol aja ganggu mulu",1,2023-05-24 06:31:41
Arief Sunni,Nice Provider,5,2023-05-24 06:24:05
Dinda silvia joice saragih,"suka bangett krna memudahkan sayaa untuk melihat jaringan internet serta fitur"" nyaa sangat membantuu jugaa",5,2023-05-24 06:19:05
David Much,Aplikasi yang sangat membantu untuk pengguna indihome. Tampilan yang user friendly dan tidak berat serta dapat mengetahui tagihan. Recommend aplikasi,5,2023-05-24 06:17:55
palungan 721,Dengan aplikasi ini saya sangat mudah melakukan pembayaran dan upgrade speed dan pastinya banyak fitur2 yang bagus,5,2023-05-24 05:47:17
Aini Divayanti Arrofah,"Aplikasi yang bermanfaat, fitur yang ditawarkan juga kreatif dan beragam menjadikan pengguna lebih mudahdalam melakukan kegiatan transaksi",5,2023-05-24 05:38:12
denden faturohmat,Mantaf,5,2023-05-24 05:15:21
Muhamad Waspi,Sangat baik,5,2023-05-24 05:00:08
KangLan,Bagus,5,2023-05-24 04:21:51
Triple A,Mantap,5,2023-05-24 04:02:18
Sussysusi,Indihome memang terbaik....terimakasih,5,2023-05-24 03:59:31
farid maulana,"Bagus sekali, dapat mempermudah untuk mendapatkan info dan juga tagihan. ayo trus tingkatkan layanan biar semakin menjadi yang terdepan",5,2023-05-24 03:55:35
Fikri Haikal,bagus sekali,5,2023-05-24 03:17:20
Nadya Lovita,"Aplikasinya mudah difahami oleh banyak orang, terutama bagi orang awam. Selain itu kecepatan internet dari Indihome juga lumayan cepat",5,2023-05-24 03:12:44
Sanda Insania,"Suka banget aplikasi ini bisa membantu memantau wifi, dan tampilan UI/UX nya menarik tidak bikin bosan",5,2023-05-24 03:01:21
Amelia Nur,"Bagus aplikasi, sangat membantu permasalahan wifi dirumah",5,2023-05-24 02:13:13
Desa Kalianyar Lotim,"Sangat memuaskan selama berlangganan Indihome, pelayanan online di kantor lancar tanpa kendala jaringan internet. Mantaaap..",5,2023-05-24 02:08:11
sari,"Suka banget sama IndiHome, pelayanan nya ramah, fast respon juga, dan sangat membantu kendala wifi dirumah. Jaya selalu IndiHome",5,2023-05-24 01:53:12
Adi Siswoyo,tdk bisa non aktifkan paket,2,2023-05-24 01:49:49
Fahri Abdul Fattah,"Buruk banget, saya hampir 2 Minggu gak bisa buka",1,2023-05-24 01:41:31
ena sabrina aisyah raudatul jannah,"bagus banget apk myindihome ini fasilitasnya oke, suka banyak promo, pusat bantuan memberikan layanan dengan sangat cepat approved pokonya👍🏿bisa liat pemakaian bulanan cuma dr hp aja, suka banget! makasih myindihome",5,2023-05-24 01:35:19
Devi Ambarsari,"Aplikasi nya berguna bangett, fitur nya gampang di gunain, rekomend banget",5,2023-05-24 01:33:48
Bukss s,Bagus,5,2023-05-24 00:58:30
Jemris ointu,Mantul.,5,2023-05-24 00:47:39
Ariz Rizka Yunarta,"Aplikasi myIndihome sangat membantu saya untuk mengetahui jumlah tagihan setiap bulannya. Jika ada gangguan, saya bisa langsung menghubungi layanan konsume diaplikasi ini. Selain itu, banyak promo yang bisa didapatkan dengan menukar poin myIndihome. Pokoknya top dehh Trims myIndihome",5,2023-05-24 00:36:14
uwi Lia,"Dengan adanya aplikasi ini sangat membantu saya dalam mempercepat proses perbaikan yang ada. Kita kirim permintaan langsung atau besoknya di telp oleh cs nya. Mantap pokok e. Selain itu, aplikasi ini juga dapat menunjukkan penggunaan penggunaan WiFi selama 1 bulan penuh serta dapat melihat jumlah tagihan perbulannya. Terima kasih kk.",5,2023-05-23 22:32:17
Johan Putra,"Sangat membantu, dan semoga gampang untung isi saldo ke myindhome, internet slalu stabil dan gampang juga pembayaranya",5,2023-05-23 17:52:02
Fatma Kolopita,Lebih rumit,4,2023-05-23 17:28:01
Eki Ripki Sumantri,"Sumpah ya semenjak pake indihome dan pake app My IndiHome jadi serba mudah dan ga perlu pergi jauh* buat bayar indihome karna bisa bayar pake HP, jadi sangat terbantu buat gen Z seperti saya 🥳",5,2023-05-23 16:40:11
Dony Donk,Membantu,5,2023-05-23 16:21:48
Polando Taya,Sangat puas,5,2023-05-23 15:57:29
BERITA UPDATE,Good,5,2023-05-23 15:12:28
arief nurokhman slalu,Aplikasi kurang membantu Ga ada pusat bantuan Malah suruh telpon 147 yang setiap permasalahan malah tambah masalah kalo kelamaan ngabisin pulsa,2,2023-05-23 15:07:39
Achmad Yusuf,"Sangat membatu, soalnya di rumah wifi error gercep ini langsung lancar deh, baik banget sih kamu",5,2023-05-23 15:05:07
La Ogick Malela,Sangat lengkap dan betmanfaat,5,2023-05-23 14:28:55
El Efrata,Internet sangat buruk,1,2023-05-23 14:14:14
Anik M,aplikasi ini bagus buat pengguna indihome u/ memantau koneksi wifi dan jaga jaga jg kalau ada trouble,5,2023-05-23 13:56:55
Qurotaain Salwa Salsabila,App Indihome ini bener bener ngebantu banget untuk pembayaran tagihan trs tampilan nya jg enak dilihat ga bikin pusing,5,2023-05-23 13:53:49
syamsul anwar,Suka sama aplikasi ini sangat membantu kalau wifi lagi lemot dan error,5,2023-05-23 13:51:33
Diesy Sukawati,"Layanannya payah, ada gangguan susah sekali untuk dibuat laporannya",1,2023-05-23 13:47:58
NOFI BAKHRULAH,"Sip...mantap,kalo ada gangguan langsung di tangani",5,2023-05-23 13:30:45
Hafid Syamaidzar 407,"BAYAR MAHAL MAHAL , BUKANNYA MALAH LEBIH BAIK, LEMOTTTTNYA MINTA AMPUN, MINIMAL STABIL NAPA, 10MBPS APANYA ?, PALING PALING CUMA DAPET 1 MBPS BAHKAN KURANG, PADAHAL CUMA 4 PENGGUNA ITU PUN JARANG TERPAKAI, SEKALINYA MAU DIPAKAI LEMOTTTTTTTTTTT!!!!!!",1,2023-05-23 13:05:09
Muhammad Akbar12,Bagus pelayanan cepat,5,2023-05-23 12:54:22
Jovita Citra,"bagus banget apknya buat liat sisa kuota,cek pemakaian wifi dri jarak jauh wahhh bagus pokonya sukses terus indihome pake Indihome ga takut ngelag Ig, jaringanny bgus, ada pilihan paketny lg. okelah pokokny",5,2023-05-23 12:53:55
Vincentius Herbangun,Sensasi berselancar di internet sekarang lebih yahud... Biasanya pakai provider seluler kemudian memutuskan untuk langganan indihome biar akses internetnya tanpa gangguan... Thanks indihome...,5,2023-05-23 12:41:25
andre ilham,sangat bagus dan bisa melihat koneksi yang terhubung ke wifi dan pengaduan cs nya sangat baik dan fast respon,5,2023-05-23 12:40:21
Udin Safrudin,Indihome sangat membantu masyarakat banyak tapi kendala buat saya kenapa selaku enggak ada jaringan tolong dong di tambah jaringanya supaya saya bisa menikmati jaringan menggunakan indihom di tunggu beritanya,5,2023-05-23 12:24:36
Abdul Wahid,"anti lemot, mudah untuk dipahami, dan saya jadi lebih mudah buat ngecek wifi, sangat recommended 👍",5,2023-05-23 12:19:29
Rosniati,Sangat puas,5,2023-05-23 12:15:10
Nabila D,"Sangat membantu untuk melihat kondisi wifi, fiturnya juga sangat lengkap dan simpel, terlebih lagi tidak lemot, sangat recommended",5,2023-05-23 12:14:30
Frelly Kaunang,Gangguan cepat teratasi.,5,2023-05-23 12:05:52
Roslan Amd,Intinya..indihome sangaaat membantu...makasih Indihome,5,2023-05-23 11:52:42
Nurhaliza,"Appnya helpful bgtt tampilannya juga simple dan menarik, responnya apa lagii cepet pol",5,2023-05-23 11:42:51
Dewi Yulianti,Sangat membantu,5,2023-05-23 11:26:28
Wel Wel,"aplikasi ini ngebantu bgt buat user awam kyk aku, fiturnya juga bagus dan mudah dimengerti.",5,2023-05-23 11:15:17
Azizah Aeni,"Aplikasi sangat bagus dan bener bener recommended buat kalian, aplikasi ini membantu aku buat memantau wifi dengan mudah dan cepat, koneksi nya juga lancar pelayanan juga sangat top",5,2023-05-23 10:57:49
Hendra Herijanto,sangat membantu,5,2023-05-23 10:57:22
Ozie Timothy,Semakin baik. Wujud Komitmen telkom dalam memberikan pelayanan yg terbaik bagi pengguna indihome. Maju terus telkom maju terus Indonesia,5,2023-05-23 10:44:01
Uccha Uccha,"Saya sudah lama berlangganan Indihome, harganya murah dan jaringan yg lancar. Pokoknya mantap banget dah.",5,2023-05-23 10:34:21
Ayu Arra,Good,5,2023-05-23 10:33:41
Bunga Jelita M,Aplikasi myindihome membantu saya jika ada keluhan dengan melalui aplikasi ini saya dapat memanggil teknisi dan mudah penggunaannya. Fitur nya juga sangat banyak yang mudah di pahami. Terimakasih Myindihome,5,2023-05-23 09:29:09
Bang Benz,Dengan adanya aplikasi myindihome ini jadi lebih mudah untuk tau harga paket internet dan juga penawaran terbaru. Disini juga bisa monitor penggunaan kapasitas yang udah digunain pokoknya mantap lah myindihome memudahkan segalanya.,5,2023-05-23 09:24:44
Sukasdi,"Wah aplikasi ini sangat berguna, tidak lemot dan tidak banyak memakan ruang penyimpanan karena ukuran file yang tidak besar. Sangat membantu untuk saya yang awam dengan fitur fitur yang lengkap serta mudah dipahami",5,2023-05-23 09:19:58
Haris Fadillah,ok,4,2023-05-23 09:08:49
Iman kariman,"Pelayanan ramah,memuaskan",5,2023-05-23 09:00:59
Sandy Ati,Sangat membantu dalam kehidupan sehari2.,5,2023-05-23 08:56:51
Ahmad Fauzan,"Kecepatan internet yang mereka berikan sangat cepat dan stabil. Selain itu, layanan pelanggan juga responsif dan membantu dalam menyelesaikan masalah",5,2023-05-23 08:53:14
Ikyy04 Ikyy,pelayanan nya sangat ramah,5,2023-05-23 08:52:46
Kamila Widya,aplikasinya keren banget sih ini😩💘 pelayanan nya super cepet + ramah banget. jadi enak kalo mau mantau wifi di rumah ga perlu ribet lagi. tampilan nya juga oke banget mudah dipahami💯💯,5,2023-05-23 08:42:21
Trisiska Panumpi,Jaringan lelet asuuuuuuu,1,2023-05-23 08:29:01
rukiyah yudha,"Baru psg indihome, promo nya murahhh bgt n apk nya mudah digunakan. Jaringan nya ngebut + peralatan2nya dpt yg paling bagus. Top bgt indihome 👍",5,2023-05-23 07:46:34
Dian Rizki Heryadi,Pelayanan cepat,5,2023-05-23 07:45:56
Juhadi Saputra,selalu tingkatkan pelayanan dan semoga sukses selalu,5,2023-05-23 07:42:14
Kent Arok,pengaduan layanan tidak bisa terhubung....layanan wifi sering putus.. indihome semakin jelek jaringan nya...,1,2023-05-23 07:35:00
Benni Martin,Pelayanan gangguan cepat teratasi..,5,2023-05-23 07:28:12
Jajat Jagleng212,sangat bagus sekali,5,2023-05-23 07:05:27
Nardi adi,Oke bos sangat membantu,5,2023-05-23 06:35:20
Mutiara Salsabila,"Sangat membantu, Memudahkan pengguna Indihome untuk mengetahui informasi apa saja yang terdapat di aplikasi tersebut",5,2023-05-23 06:31:21
Yoga Veliyanto,"Apk lelet,bikin laporan gangguan lelet bener gk mau kekirim",2,2023-05-23 06:24:06
Robby Gunawan,"Saya sudah berlangganan 1 tahun lebih, makin kesini bukannya makin bagus pelayanan nya, malah semakin lemot...kerjaan jadi terganggu. Saya pribadi ngga merekomendasikan untuk mendapatkan koneksi yg stabil, mending pakai provider sebelah...murah tapi nggak murahan, serius.",1,2023-05-23 06:10:50
Sumarsono,Apliksanya sangat membantu....,5,2023-05-23 06:05:29
Zaenal Arifin,Internet unlimited cepat,5,2023-05-23 06:00:34
Louis Gustry,"Sy sdh pernah coba menggunakan 3 provider internet (indihome, firstmedia, dan my republik) utk rumah maupun kantor. Sejauh ini INDIHOME yg terbaik, dalam kestabilan jaringan, penanganan keluhan, dan dari segi harga juga paling terjangkau dengan pilihan paket2 yang sesuai dengan kebutuhan kita..Sy pribadi sudah langganan INDIHOME sekitar 7 tahun...Sangat recommend..👍❤",5,2023-05-23 05:59:48
Veth Veth,Gopd,5,2023-05-23 05:57:26
Yann Blitz,Aplikasi myIndohome dan mudah digunakan banyak program2 layanan yang menarik pula kita juga bisa cek device yang terhubung ke WiFi cek status jaringan Recommend banget deh!,5,2023-05-23 05:53:07
Sunarto Madiun,Trima kasih. Saran saya jangan bertindak sepihak... utamakan pelayanan,5,2023-05-23 05:48:45
Demongan Sampang,Oke,5,2023-05-23 05:31:18
Rafaellino,"aplikasi ringan dan mudah digunakan, tampilan menarik dan ada banyak promo, mudah banget cek-cek riwayat tagihan di sini",5,2023-05-23 04:50:26
Dewi Wahyuni,"Suka banget myIndihome memudahkan dalam memantau, the best pokoknya",5,2023-05-23 04:47:34
RFC SOLORAYA,Puas banget dengan aplikasi ini. Informasinya lengkap dan jelas. UI nya juga sangat user friendly.,5,2023-05-23 04:41:47
19-140 Michael LumbanTobing,Selamat Pagi Kak/Bang admin internet saya ini gak bisa apa bisa pengecekan dulu. Soalnya pasti tiap bulan gangguan kayak mana itu solusinya? Apa tidak bisa pas di perbaikin 1 kali aja dan gak ganguan2 lagi. Kualitasnya makin jelek aja tiap bulan harus nelpon keruskaan,1,2023-05-23 04:35:40
Anwar Mirun,Indihome skrng lebih bagus lancar juga jaringan,5,2023-05-23 04:27:06
indinet indinet,jos,5,2023-05-23 04:17:42
Yudha BLJ,"Buka myindihome pake android jaringan eror mulu, akhirnya gabisa jalan.. pake iPhone force closed mulu ...",1,2023-05-23 04:10:26
AGUS H W,Sangat membantu,5,2023-05-23 03:54:01
Malikaaz Clarabem,"Aplikasi yg mudah untuk dakses kapan saja dan dimana saja.. Bisa cek perangkat yang terhubung, banyak fitur nya deh dan lebih penting itu mudah d pahami.. Good job myindihome",5,2023-05-23 03:49:13
Apri Wahyu Widodo,Semua pelayanan bagus. Hampir tidak ada masalah gangguan sistem. Dalam pelayananan pun cepat tanggap. Langsung di ekseskusi hari itu juga. Wifi nya lancar terus. Sukses terus untuk myindihome.,5,2023-05-23 03:44:38
Joko Uuk,Internet cepat dan stabil cocok buat di rekomendasi wifi di rumah maupun di perkantoran,5,2023-05-23 03:42:59
Khay .M,"Terimakasih apk myindihome memang isthebes,,top deh pokok nya ,😁😁😁",5,2023-05-23 03:23:44
M Fikri Haikal,Tambahkan opsi untuk memblokir user perangkat yang terhubung!,4,2023-05-23 02:25:40
Kevin suhendra,"terima kasih, semoga ke depan semakin stabil",5,2023-05-23 01:52:32
Daty Sari,Sejauh ini cukup bagus dan membantu sekali,5,2023-05-23 01:31:29
Indri Irawan,"Kualitas koneksi jaringan sangat bagus, fitur2 informasi penggunaan wifi dan pembayaran sangat mudah d pahami.. Setiap kali transaksi dpt point yg dpt d tukar dengan e-voucher.. Keren my indihome",5,2023-05-23 01:27:09
bela ayu,"Aplikasi ini sangat membantu untuk pemilihan paket, memudahkan kita tanpa harus ribet2 leluar rumah. Jaringan IndiHome juga lancar, swmoga bisa dipertahankan dan ditingkatkan",5,2023-05-23 01:25:08
Ai Wartini,Aplikasi nya bagus dan mudah digunakan oleh pemula,5,2023-05-23 01:25:07
Novan Pratama,Sangat membantu buat pengecekan dan mempermudah pembayaran langganan bulanan.,5,2023-05-23 01:19:00
Citra,"Aplikasi nya bagus, user friendly dan mudah untuk di gunakan oleh orang baru.",5,2023-05-23 01:16:15
Alif Fianto,Aplikasi sangat nyaman dipakai dan sangat rekomendasi juga. Best,5,2023-05-23 00:25:08
Edi Setiawan,Selalu jaga kualitasnya..,4,2023-05-23 00:11:21
Arga Razzan,Jaringan Internet anti lemot & harga paket berlangganan y murah,5,2023-05-23 00:09:27
Rizka Amelia Gabriel,"bagus bangtt sesuai dengan review temen-temen, jaringan nya lancar sekali buat streaming, ngga nyesel sih 👍👍",5,2023-05-22 23:14:50
ada ada aja,"Respon cepat, semua jadi mudah, rekomendasi dah apk ini bagi pengguna INDIHOME",5,2023-05-22 21:37:06
Hendri Rf,"Mahal tidak menjamin kualitas sinyal yang baik Kebanyakan lemotnya, sudah diadukan kualitas sinyalnya dan langsung ada tindakan team lapangan Indihome Namun bulan bulan berikutnya penyakit lama kembali lagi Apakah harus diajukan pembenahan jaringan setiap bulan.?????????? Agar jaringan stabil.??????? Apakah tidak ada upaya untuk menjaga kualitas sinyal lebih baik bulan perbulan.????? Atau harus ada laporan keluhan setiap bulan.?????",1,2023-05-22 20:30:33
Isalu Wahibi,Sudah 2 malam berturut turut internet gak bisa di akses.. bayar tagihan mahal mahal . Kualitas macam sampah!!!!,1,2023-05-22 17:56:43
Majrah Asfha,sangat membantu trim,5,2023-05-22 16:54:46
Mula Tiur (GoJu),The best,5,2023-05-22 16:43:25
Babang Zhan,aplikasi nya membantu,5,2023-05-22 16:39:27
ivan rey,tidak bisa menghubungkan nomor indihome nya.,1,2023-05-22 16:33:11
DiK Official,CS NYA BISA MENGATASI MASALAH DENGAN BAIK DAN CEPAT,5,2023-05-22 16:19:18
Omnet Putra,Pelayanan Gangguan Cepat diselesaikan,5,2023-05-22 16:12:27
Jaya Wijaya,Gimana cara ganti pasword di router Saya lupa sandi nya,5,2023-05-22 16:02:40
Tjitimbang Baribis Djaya,"Terimakasih dengan adanya aplikasi ini sangat membantu, mudah di gunakan pokonamh toplah",5,2023-05-22 15:49:19
agung yogaswara,Respon nya sangat cepat laporannya lgsg di tangani dengan cepat,5,2023-05-22 15:17:39
Jogja Indonesia,Aplikasi nya Makin memudah kan smua kalangan.. Bs akses berbagai fitur² yg sediakan oleh my indihome,5,2023-05-22 15:07:32
Rudy Youngkruu,Pelayanannya cukup nyaman apalagi jaringan super cepat tanpa kendala. Terima kasih saya ucapkan sebagai pelanggan pengguna baru ..👍👍,5,2023-05-22 14:59:12
Muhammad Fisya Rahmaddan,Mantap,5,2023-05-22 14:46:21
Safina Wardani,"Untuk mengadukan permasalahan masih sangat rumit karena aplikasi yang begitu lambat, wifi saya seharian tidak bisa digunakan",1,2023-05-22 14:36:22
Chanel Kite,Good,4,2023-05-22 14:07:26
Siska Siswati,Mantap pakai indihome,5,2023-05-22 13:49:41
Liza nurpadila Rizkiani,bagus sih apknya membantu dan juga memberikan informasi yang akurat,5,2023-05-22 13:43:17
Achmad Maim,Terimakasih,4,2023-05-22 13:27:06
PLAYTIME,Tolong aktifkan donk pembayaran lewat saldo my IndiHome,5,2023-05-22 13:11:10
Sisi Romanda,sejauh ini ga ada kendala apa² suka banget sa aplikasi nya,5,2023-05-22 13:08:24
Iam the Adit,"MAHAL TPI SERING LAG AOWKWKW ANEH, GA NYAMAN BUAT MAIN",1,2023-05-22 13:05:12
Gabe Ckr,"Jaringan stabil, harga terjangkau. Pokok nya sangat membantu untuk menyelesaikan tugas kuliah dan kerjaan",5,2023-05-22 13:04:55
Syafril Habel,Ok,5,2023-05-22 12:43:53
